Date,Close
2025-10-16,509.49
2025-10-17,511.45
2025-10-20,514.65
2025-10-21,515.52
2025-10-22,518.38
2025-10-23,518.4
2025-10-24,521.44
2025-10-27,529.32
2025-10-28,539.83
2025-10-29,539.31
2025-10-30,523.58
2025-10-31,515.67
2025-11-03,514.89
2025-11-04,512.2
2025-11-05,505.06
2025-11-06,495.04
2025-11-07,494.76
2025-11-10,503.9
2025-11-11,506.57
2025-11-12,509.02
2025-11-13,501.21
2025-11-14,508.07
2025-11-17,505.39
2025-11-18,491.75
2025-11-19,485.1
2025-11-20,477.34
2025-11-21,471.04
2025-11-24,472.92
2025-11-25,475.9
2025-11-26,484.39
2025-11-28,490.89
2025-12-01,485.63
2025-12-02,488.88
2025-12-03,476.64
2025-12-04,479.74
2025-12-05,482.06
2025-12-08,489.9
2025-12-09,490.9
2025-12-10,477.47
2025-12-11,482.37
2025-12-12,477.44
2025-12-15,473.74
2025-12-16,475.31
2025-12-17,475.04
2025-12-18,482.88
2025-12-19,484.81
2025-12-22,483.82
2025-12-23,485.74
2025-12-24,486.91
2025-12-26,486.6
2025-12-29,485.99
2025-12-30,486.37
2025-12-31,482.52
2026-01-02,471.86
2026-01-05,471.77
2026-01-06,477.42
2026-01-07,482.37
2026-01-08,477.02
2026-01-09,478.19
2026-01-12,476.09
2026-01-13,469.6
2026-01-14,458.33
2026-01-15,455.62
2026-01-16,458.81
2026-01-20,453.48
2026-01-21,443.1
2026-01-22,450.11
2026-01-23,464.89
2026-01-26,469.21
2026-01-27,479.49
2026-01-28,480.53
2026-01-29,432.51
2026-01-30,429.31
2026-02-02,422.41
2026-02-03,410.27
2026-02-04,413.25
2026-02-05,392.77
2026-02-06,400.23
2026-02-09,412.66
2026-02-10,412.33
2026-02-11,403.45
2026-02-12,400.92
2026-02-13,400.41
2026-02-17,395.96
2026-02-18,398.69
2026-02-19,398.46
2026-02-20,397.23
2026-02-23,384.47
2026-02-24,389.0
2026-02-25,400.6
2026-02-26,401.72
2026-02-27,392.74
2026-03-02,398.55
2026-03-03,403.93
2026-03-04,405.2
2026-03-05,410.68
2026-03-06,408.96
2026-03-09,409.41
2026-03-10,405.76
2026-03-11,404.88
2026-03-12,401.86
2026-03-13,395.55
